293,3,44,17,10,6,59,11,33,6
0,383,2,0,0,13,1,0,0,43
42,3,233,24,13,10,56,27,13,10
32,1,25,139,17,14,26,43,62,5
5,0,5,20,307,0,6,27,8,0
9,13,22,9,0,224,3,5,10,7
37,1,56,28,10,14,209,15,18,0
11,0,40,36,38,0,24,275,17,4
28,6,5,57,4,17,4,7,225,13
0,31,6,2,1,19,1,6,9,377
